,0
V0767,8.107109366735422e-06
V0768,1.2333461651488149e-05
V0769,8.00978767888307e-06
V0770,2.838556361141652e-06
V0771,2.42143870508472e-05
V0772,5.688847496118222e-06
V0773,1.4359581887759606e-05
V0774,9.754104568814675e-06
V0775,1.0869931218129284e-05
V0776,1.2133401986858555e-05
V0777,8.72320298120724e-06
V0778,1.0341036553931772e-05
V0779,8.595239376508094e-06
V0780,0.0
V0781,0.0
V0810,9.423025288870672e-06
V0811,5.652668742993109e-06
V0812,6.975339918289815e-06
V0813,7.6198640906298355e-06
V0814,1.4325757483008824e-05
V0815,7.048832799834663e-06
V0816,5.806679035212085e-06
V0817,0.001280656168266953
V0818,0.0011516077153763222
V0823,7.346666322907046e-05
V0824,6.933949298349416e-05
V0825,7.93271804367988e-06
V0826,4.962685905205281e-06
V0827,1.73540028312471e-05
V0828,6.301949111786833e-06
V0829,4.692180515926331e-06
V0830,6.503726654482085e-06
V0831,1.3843722450926305e-05
V0832,7.706002153323745e-06
V0833,1.4107515803378666e-05
V0834,9.94965739409248e-06
V0835,1.542339033216052e-05
V0876,6.0724920371223816e-06
V0877,1.1861757110768799e-05
V0878,8.601688959829699e-06
V0879,7.81010111408677e-05
V0880,1.2482286133656167e-05
V0881,1.183307839252025e-05
V0882,0.0009345926209415247
V0883,0.000621584307994781
V0884,0.003422040944341099
V0885,0.0018465269704081241
V0886,0.0
V0887,4.059039447863591e-06
V0888,0.0009689314722604259
V0889,9.691271881469831e-05
V0890,0.00011199527514831562
V0891,0.00030372058184148845
V0892,0.0003271485598997439
V0893,0.000215411254454618
V0894,6.727651897678478e-06
V0895,9.661841944888693e-06
V0896,7.689492764456237e-06
V0897,2.052221624935811e-05
V0898,8.39869441341435e-05
V0899,5.299770339399672e-06
V0900,0.0007937472456384046
V0901,0.001522814538148671
V0902,0.0
V0903,0.0012209626815035699
V0904,0.000134366399004515
V0905,0.001411393283545762
V0906,1.137453238133049e-05
V0907,1.5133124796942623e-06
V0908,5.48359109957821e-06
V0909,1.0409051640308616e-05
V0910,7.11983580733072e-06
V0911,6.416801755923522e-05
V0912,0.001224506834251672
V0913,0.0015292165968229048
V0914,0.0018209810765149204
V0915,0.0008226239258145522
V0916,0.0
V0917,0.0
V0918,0.0
V0919,0.0009637650780498067
V0920,6.328846023354012e-06
V0921,5.048790778985942e-05
V0922,0.0001650529215643738
V0924,6.308047559638805e-06
V0925,1.1347247520250271e-05
V0926,7.338659975556751e-06
V0927,0.0007094986302673111
V0928,0.0009567151800111601
V0929,0.0003273548682592835
V0930,7.456490136865495e-05
V0931,0.0009224095736204086
V0932,9.966073687651149e-06
V0933,1.04403051478687e-05
V0934,4.2321281642177304e-06
V0935,5.3663138455007285e-06
V0936,6.2878570613180045e-06
V0937,9.600178593279947e-06
V0938,1.1013580194186634e-05
V0939,1.1025682894542366e-05
V0940,1.0276504457289781e-05
V0941,8.027971971304897e-06
V0942,7.615735792304144e-06
V0943,9.263177381109783e-06
V0944,9.701765114204644e-06
V0945,0.0013632478946498609
V0946,6.08051639105478e-06
V0947,1.0561091123734764e-05
V0948,7.6076174370636675e-06
V0949,1.6128154442956696e-05
V0950,0.00019497868569767502
V0954,0.0
V0956,0.0
V0965,0.0
V0966,5.966257445382694e-05
V0967,0.0
V0968,0.0
V0972,0.00028830327447662866
V0974,0.0
V0975,0.0
V0976,0.0033496599540944662
V0977,4.286878742458996e-05
V0978,0.0006377888059754606
V0980,0.0
V0982,6.707830062226648e-05
V0985,0.0
V0988,0.0
V0991,0.0
V0993,2.7191431001855222e-06
V0995,0.0
V0997,1.7594539170156643e-05
V1008,0.0
V1009,5.171346790230067e-06
V1010,0.0
V1011,0.0
V1014,0.0
V1015,0.0
V1018,0.0
V1019,0.0
V1020,0.0
V1021,0.0
V1022,0.0
V1023,0.0
V1028,2.037382885704985e-05
V1029,7.073069398855363e-06
V1030,6.757442379952288e-06
V1031,1.7415489718633773e-05
V1032,1.3584302663986151e-05
V1033,8.686779550092375e-06
V1034,1.9950863625822166e-06
V1035,0.0
V1036,5.065624770008231e-06
V1037,0.0
V1066,0.0
V1067,0.0
V1068,0.0
V1069,0.0
V1070,5.009801088624608e-05
V1071,0.0
V1072,0.0
V1073,0.0
V1078,0.0007111962880381533
V1079,0.0005134405901406357
V1080,0.0007676055474546296
V1081,0.0017475324180607457
V1082,5.373585775529654e-06
V1083,0.0014898637566185496
V1084,1.039541881664451e-05
V1085,0.0010256222712318138
V1086,0.0011432803973380652
V1087,0.0002070659197211191
V1088,0.0015764002531936736
V1089,6.021680315721993e-06
V1090,1.1552570457114847e-05
V1091,7.891846253818673e-06
V1092,1.106620888881322e-05
V1093,5.724359210251535e-05
V1094,0.0007737811316958147
V1095,1.3744396239225622e-05
V1096,1.1539731341444868e-05
V1097,0.0
V1098,0.0
V1099,1.0323970541998778e-05
V1100,7.268927574713483e-06
V1101,5.475630783940791e-06
V1102,1.2599096555479165e-05
V1103,1.1143840800011413e-05
V1104,6.544290975707569e-06
V1105,0.0014830671482097305
V1106,0.0012920733960259513
V1107,8.82177967707703e-06
V1108,6.9628790375039236e-06
V1109,9.755395461423456e-06
V1110,7.456038137949596e-06
V1111,3.971910908749062e-06
V1112,1.4448555977391592e-05
V1113,1.0208937852664869e-05
V1114,1.2098946023983815e-05
V1115,5.6919674539813625e-06
V1116,1.3542807023456176e-05
V1117,7.107095486246955e-06
V1118,7.98096604044406e-05
V1119,1.446411911780403e-05
V1120,0.004021720760883294
V1121,0.0007776441632798666
V1122,0.0020706612908705257
V1123,0.002444991864963551
V1124,5.6640014333888073e-05
V1125,2.1940092517589367e-05
V1126,1.1460491664209038e-05
V1127,5.573405240457129e-06
V1128,8.238456818396348e-06
V1129,8.874359471966721e-06
V1133,1.2992410507494197e-05
V1134,2.8991560769684663e-05
V1135,1.6451579816083013e-05
V1136,5.971432905522251e-05
V1137,4.5573688706784485e-06
V1142,0.0
V1143,7.836048592690878e-05
V1146,0.0
V1147,0.0
V1148,0.0
V1149,3.468229583488235e-05
V1150,0.0
V1151,0.0
V1152,1.7455636904331878e-06
V1153,7.565839152856909e-06
V1154,0.0
V1156,0.0
V1164,0.0
V1166,0.0
V1167,0.0
V1168,0.0
V1169,0.0
V1178,8.010588686411221e-05
V1180,0.0
V1182,0.0
V1183,0.0
V1184,0.0
V1185,4.432432895808525e-05
V1186,1.5650408497709306e-05
V1187,1.1042340625654671e-05
V1188,1.2280163631387516e-05
V1189,1.563853558491575e-05
V1190,3.6840417505504417e-06
V1191,7.408561065591156e-06
V1192,3.982234391860309e-06
V1193,5.0158416845802975e-06
V1194,5.140664492603305e-06
V1195,0.0
V1197,0.00018541240816079992
V1198,8.897488549542526e-06
V1199,4.403162557237606e-05
V1200,1.0682843530367174e-05
V1201,0.0002320428391036419
V1202,0.0004921861830338657
V1203,0.0006674059797938113
V1204,0.0007193660571346666
V1205,0.0006089334371756521
V1206,3.0874862691028575e-05
V1207,0.0003887917756455843
V1208,0.00018041453781321608
V1209,1.0984972576416174e-05
V1210,3.0433103524286122e-06
V1211,0.00014826632553673007
V1212,1.6087380326005637e-05
V1213,0.000648241441486442
V1214,5.828186206885131e-06
V1215,3.027914712196834e-05
V1216,2.0726997442929932e-05
V1217,9.617911687534478e-06
V1218,8.200812676068045e-06
V1219,6.170158093217595e-05
V1220,3.0190834776143458e-05
V1221,0.0006628501066129205
V1222,0.00041023337083907264
V1223,0.0006703410874460109
V1224,0.0006340004562868694
V1225,0.00024560135974857763
V1226,0.0010361073882473734
V1227,0.0
V1228,1.646543338545948e-05
V1229,3.567693506498928e-05
V1230,0.00024110651238528258
V1231,0.0005284653647618272
V1232,0.0003989795215838969
V1233,0.00014550712219712968
V1234,0.00018164616630454613
V1235,8.267732187933251e-05
V1236,3.6744683331867333e-05
V1237,6.193333702845924e-06
V1238,2.5740837321518623e-06
V1239,0.0005590467902729721
V1240,8.438838584688239e-05
V1241,0.00030667799303837526
V1242,0.00012302346087255018
V1243,0.00041404541480542095
V1244,7.630933538577314e-05
V1245,0.0014279600686767971
V1246,0.0020164844758200125
V1247,0.0002847118710735909
V1248,7.84891752328301e-06
V1249,3.2682754149355076e-05
V1250,5.650374175548882e-06
V1251,7.754698613540822e-06
V1252,1.0317108443587074e-05
V1253,6.2200155823262734e-06
V1254,5.887166244816588e-06
V1255,1.6573020976259773e-05
V1256,8.45774481342006e-06
V1257,1.1983359129154829e-05
V1258,9.268452394490459e-05
V1259,4.284915009549968e-06
V1260,1.3278312303126006e-05
V1262,7.736849416246536e-06
V1263,8.009454785965239e-06
V1264,1.0217412895124208e-05
V1266,5.487159319100907e-06
V1269,8.125697466460117e-05
V1271,4.6447770613314394e-06
V1272,1.569030887781938e-05
V1273,0.00014677993348514897
V1274,4.0852139573497983e-05
V1275,3.787229738060649e-05
V1276,1.6930165379616274e-05
V1298,7.202239197902174e-06
V1299,0.0
V1300,0.0
V1301,0.0
V1306,0.0
V1307,3.6607888533413184e-05
V1308,0.0
V1309,0.0
V1310,1.0903167818916406e-06
V1311,1.6168847136688077e-05
V1312,0.0
V1313,0.0
V1315,2.5200578496465277e-06
V1316,3.155278631505624e-05
V1317,0.0
V1318,0.0
V1319,0.0
V1320,1.9723910847194425e-06
V1321,0.0
V1322,0.0
V1323,0.0
V1324,0.0
V1325,2.1564978371469125e-06
V1326,0.0
V1327,1.6430649831033354e-05
V1328,0.0
V1329,0.0
V1330,0.0
V1332,0.00043432901964966797
V1336,1.6681433442211513e-05
V1339,0.0
V1340,2.15887353167796e-05
V1341,0.0
V1342,0.0
V1343,0.0
V1344,0.0
V1345,0.0
V1346,0.0
V1347,0.0
V1348,1.1949429320716904e-06
V1349,0.0
V1350,0.0
V1369,0.000891873521427268
V1370,0.00014811096959761494
V1371,0.001554043244518404
V1372,0.0
V1373,0.00043478846536053876
V1374,9.83156700055552e-05
V1375,1.8868056102958826e-05
V1376,0.00012919803058690559
V1377,8.336452285145778e-05
V1378,0.0017077385316463774
V1379,0.0012875664664097324
V1380,0.0006689952271343607
V1381,6.145799791184493e-05
V1382,3.015609358567423e-05
V1383,4.901304436079272e-05
V1384,2.2198758837314877e-05
V1385,0.0006489333173970271
V1386,7.399737492163644e-06
V1387,7.457737787221272e-06
V1388,1.1154524451868005e-05
V1389,0.0003572965982537367
V1390,0.0007262918883166081
V1391,0.0005260603925070848
V1392,0.000467716934625719
V1393,0.00015974089098670684
V1394,0.000474658341387319
V1395,0.0005171387843757899
V1396,0.001032408771014341
V1397,7.364283152043454e-06
V1398,4.233033237488602e-06
V1399,3.5987081384259416e-06
V1400,6.058119395660993e-06
V1401,1.471571319957277e-06
V1402,3.294079567769015e-06
V1403,1.93849752869292e-06
V1404,7.850378340570664e-06
V1405,6.040416644513025e-06
V1406,2.441672212632372e-06
V1407,1.2337206049036918e-06
V1408,3.548900433756086e-06
V1409,2.972711224308482e-06
V1410,9.03645348156229e-06
V1411,2.509414302235141e-06
V1412,5.696093870159291e-06
V1413,0.0
V1414,0.0
V1415,0.0
V1416,0.0
V1417,0.0
V1418,0.0
V1419,0.0
V1420,0.00013776017797492582
V1429,0.0001196761694059797
V1430,0.0031086023351506037
V1431,0.004848832346166321
V1432,0.005262644071303368
V1433,0.005010597096998079
V1434,1.205328478872246e-05
V1435,1.553507426239962e-05
V1436,0.005734320027515482
V1437,0.006090000155285985
V1438,8.652998795397337e-06
V1439,9.022904648115587e-06
V1440,1.0279294223593429e-05
V1441,1.21846832948786e-05
V1442,0.0020022367117323316
V1443,0.0025932731838883938
V1444,0.0
V1445,6.604605241404067e-06
V1467,0.00015843222690829106
V1468,9.410471383235974e-06
V1469,6.027351716495616e-06
V1470,7.433323497188254e-05
V1471,1.6192798334264638e-06
V1472,1.3406079474994884e-05
V1473,0.00018679741442909173
V1474,0.00012807785116322742
V1475,1.1604994423228855e-05
V1476,6.7054555193958165e-06
V1481,3.074880784349034e-05
V1482,0.0
V1483,7.49837466374114e-05
V1484,1.0194179034649952e-05
V1485,0.00012459928855207612
V1486,1.6946736879289788e-05
V1487,0.0002348721538477667
V1488,1.4708060031191576e-05
V1489,1.021818054384259e-05
V1490,6.641741368188396e-06
V1491,6.996123672057178e-06
V1492,0.0
V1493,0.00019440579722835381
V1494,0.0
V1495,0.0
V1496,0.0
V1497,0.0
V1498,5.75327428937378e-06
V1501,0.0
V1502,1.2181925541557932e-06
V1503,3.1157024096674093e-06
V1504,0.0
V1529,5.9171505409725925e-05
V1530,9.41332385800967e-06
V1531,0.0009029170865171793
V1532,0.00013681216993841655
V1533,0.0003407338051894072
V1534,0.001062940605218581
V1535,0.0010669630726633285
V1536,0.0008983069637500998
V1537,0.0007341713610454188
V1538,0.0007005724278689937
V1539,0.001067030893364934
V1540,0.0006960911837286116
V1541,0.0009251356899897702
V1542,0.0009119057351893839
V1543,0.0009497578353172019
V1544,0.0009462721575828069
V1545,0.0007285484366709225
V1546,0.0005854640917948196
V1547,0.0007877241107620433
V1548,0.0007858726837277663
V1549,0.0006555571045334585
V1550,0.0007140349375630983
V1551,0.00015520747281348808
V1552,0.0
V1553,5.9027125809920745e-05
V1554,3.178245831654157e-06
V1555,0.0
V1556,0.00010888005555065328
V1557,0.0
V1558,0.0
V1559,0.0
V1560,0.0
V1561,6.418857028588877e-05
V1562,1.3741075343152969e-05
V1566,7.439942273711359e-05
V1567,0.0
V1568,1.5758977876204162e-05
V1569,0.0
V1570,3.890054880333517e-05
V1571,0.0
V1572,5.703032482646658e-06
V1573,0.0
V1574,2.3319077812237012e-05
V1575,0.0
V1576,3.2796371833646585e-05
V1577,2.46365675452354e-05
V1578,7.582321648754111e-06
V1579,0.0
V1580,3.1883782524892906e-05
V1581,5.2218526659740226e-05
V1582,1.1695803858112327e-05
V1583,0.00018345714903866017
V1584,1.5131366321048739e-05
V1585,1.1472894524305188e-05
V1586,0.0
V1587,3.1822485607091586e-06
V1588,1.580597923923827e-05
V1589,8.756912220355594e-05
V1590,0.0
V1591,5.158394621092708e-06
V1592,0.0
V1593,0.00011753980024419678
V1594,0.0
V1595,1.663878320495419e-05
V1596,0.00011286985658712077
V1597,0.00012326891640819328
V1598,0.00010452483527052593
V1599,3.927166147090189e-05
V1600,0.0
V1601,0.0
V1602,5.7757513691822785e-05
V1603,0.0
V1604,2.4074915314638774e-05
V1605,0.0
V1606,0.0
V1607,0.0
V1608,1.5954542461954123e-05
V1609,0.0
V1610,0.0001162350520748018
V1611,0.0
V1612,0.0
V1613,8.245663336659428e-05
V1614,0.0
V1615,4.1775113054983214e-05
V1616,0.0
V1617,2.68612593891412e-06
V1618,1.3234990342755528e-05
V1619,3.269685726834528e-05
V1620,0.0
V1621,0.00036596480918153003
V1622,1.4833643634332804e-05
V1623,8.960017263527115e-05
V1624,1.8183446802276247e-05
V1625,0.00012776640367600253
V1626,2.1122486367341098e-05
V1627,2.586509937413166e-05
V1628,6.055989375853386e-05
V1629,0.0
V1630,0.0
V1631,0.0
V1632,0.0
V1633,1.1706026775800267e-05
V1634,0.0
V1635,0.00012051943936511549
V1636,0.0
V1637,0.0
V1638,0.0
V1639,0.00015718510789431794
V1640,0.0
V1641,5.182014044810153e-05
V1642,0.0
V1643,3.5582963121911514e-05
V1644,0.0
V1645,0.00012833285094944133
V1646,0.0
V1647,8.69709947094989e-06
V1648,1.1731760307981868e-05
V1649,0.0
V1650,2.029831241388506e-06
